PROTOCOLS,TIMESPAN,VOLUME
uniswap,2022-09-19,7447596353
sushiswap,2022-09-19,255539856
astroport classic,2022-09-19,1434761167
dodo,2022-09-19,992191913
pancakeswap,2022-09-19,1407825099
sunswap,2022-09-19,202541031
biswap,2022-09-19,256851508
dodo,2022-09-26,1045057099
trader joe dex,2022-09-26,46207983
spookyswap,2022-09-26,27385020
biswap,2022-09-26,270084828
pancakeswap,2022-09-26,1365494834
astroport classic,2022-09-26,1434761167
curve,2022-09-26,2276820728
sushiswap,2022-09-26,255409145
sunswap,2022-09-26,278453040
uniswap,2022-09-26,7148488776
sunswap,2022-10-03,278848155
dodo,2022-10-03,762168769
uniswap,2022-10-03,5474942644
pancakeswap,2022-10-03,1985142174
spookyswap,2022-10-03,21258413
sushiswap,2022-10-03,226192093
curve,2022-10-03,2614975305
biswap,2022-10-03,257840390
trader joe dex,2022-10-03,56375831
astroport classic,2022-10-03,1434761167
pancakeswap,2022-10-10,1221131322
sushiswap,2022-10-10,261603900
trader joe dex,2022-10-10,46817150
biswap,2022-10-10,163643704
curve,2022-10-10,1617792694
uniswap,2022-10-10,6299193531
spookyswap,2022-10-10,32163355
sunswap,2022-10-10,560404990
astroport classic,2022-10-10,1434761167
dodo,2022-10-10,890722515
sushiswap,2022-10-17,236746455
trader joe dex,2022-10-17,40109809
spookyswap,2022-10-17,29716872
uniswap,2022-10-17,5407440230
sunswap,2022-10-17,340625475
astroport classic,2022-10-17,1434761167
pancakeswap,2022-10-17,1303628513
dodo,2022-10-17,929013112
biswap,2022-10-17,117960562
curve,2022-10-17,1636271899
dodo,2022-10-24,1398326332
sushiswap,2022-10-24,416136997
sunswap,2022-10-24,235427062
uniswap,2022-10-24,10595686779
biswap,2022-10-24,247381750
spookyswap,2022-10-24,45349016
trader joe dex,2022-10-24,73503382
pancakeswap,2022-10-24,1759473481
astroport classic,2022-10-24,1434761167
curve,2022-10-24,2153056285
trader joe dex,2022-10-31,64293892
biswap,2022-10-31,354709456
dodo,2022-10-31,1353917796
astroport classic,2022-10-31,1434761167
spookyswap,2022-10-31,98383389
uniswap,2022-10-31,9555873007
curve,2022-10-31,2583229379
sunswap,2022-10-31,308483920
sushiswap,2022-10-31,301205280
pancakeswap,2022-10-31,2191825615
dodo,2022-11-07,1585022683
trader joe dex,2022-11-07,153033208
uniswap,2022-11-07,24217872874
biswap,2022-11-07,994255322
spookyswap,2022-11-07,111543576
astroport classic,2022-11-07,1434761167
curve,2022-11-07,16521512843
sunswap,2022-11-07,867536173
sushiswap,2022-11-07,578845984
pancakeswap,2022-11-07,3344805154
pancakeswap,2022-11-14,1640795363
dodo,2022-11-14,1181284170
biswap,2022-11-14,334202486
spookyswap,2022-11-14,47542233
sushiswap,2022-11-14,268579226
sunswap,2022-11-14,347858747
trader joe dex,2022-11-14,45333357
astroport classic,2022-11-14,1434761167
uniswap,2022-11-14,8033950264
curve,2022-11-14,5352489092
dodo,2022-11-21,1253732477
sunswap,2022-11-21,195007588
sushiswap,2022-11-21,228003833
biswap,2022-11-21,238352996
astroport classic,2022-11-21,1434761167
pancakeswap,2022-11-21,1330732684
curve,2022-11-21,7844850561
trader joe dex,2022-11-21,36167780
spookyswap,2022-11-21,36055696
uniswap,2022-11-21,7338466011
sunswap,2022-11-28,151430149
pancakeswap,2022-11-28,1237878132
trader joe dex,2022-11-28,30720485
uniswap,2022-11-28,5636723693
sushiswap,2022-11-28,158288412
spookyswap,2022-11-28,61380639
biswap,2022-11-28,166094270
dodo,2022-11-28,1350898697
astroport classic,2022-11-28,1434761167
curve,2022-11-28,3040171446
biswap,2022-12-05,105414020
sunswap,2022-12-05,233604349
uniswap,2022-12-05,5196615240
curve,2022-12-05,1659779592
spookyswap,2022-12-05,30882849
dodo,2022-12-05,691363485
pancakeswap,2022-12-05,932299770
astroport classic,2022-12-05,1434761167
sushiswap,2022-12-05,304448154
trader joe dex,2022-12-05,17047075
pancakeswap,2022-12-12,1248376354
uniswap,2022-12-12,7148556414
dodo,2022-12-12,908366486
sushiswap,2022-12-12,220018139
curve,2022-12-12,2345930287
trader joe dex,2022-12-12,20430569
astroport classic,2022-12-12,1434761167
biswap,2022-12-12,297056392
spookyswap,2022-12-12,34998409
sunswap,2022-12-12,163450788
sunswap,2022-12-19,120214089
curve,2022-12-19,2575799927
spookyswap,2022-12-19,32163340
uniswap,2022-12-19,3802807402
astroport classic,2022-12-19,1434761167
sushiswap,2022-12-19,102194654
biswap,2022-12-19,88795586
trader joe dex,2022-12-19,12118958
pancakeswap,2022-12-19,749659023
dodo,2022-12-19,491396739
astroport classic,2022-12-26,1434761167
pancakeswap,2022-12-26,704769517
biswap,2022-12-26,68803670
spookyswap,2022-12-26,24487762
sunswap,2022-12-26,138227647
sushiswap,2022-12-26,173571380
curve,2022-12-26,3283983383
uniswap,2022-12-26,3231441584
trader joe dex,2022-12-26,11249364
dodo,2022-12-26,332156728
uniswap,2023-01-02,3923823919
sushiswap,2023-01-02,113595770
trader joe dex,2023-01-02,11514595
spookyswap,2023-01-02,25684309
pancakeswap,2023-01-02,809415481
curve,2023-01-02,2885058897
sunswap,2023-01-02,174031613
biswap,2023-01-02,94815484
astroport classic,2023-01-02,1434761167
dodo,2023-01-02,273560429
sushiswap,2023-01-09,221724673
uniswap,2023-01-09,9264181108
pancakeswap,2023-01-09,1212588693
curve,2023-01-09,4851074872
sunswap,2023-01-09,355159740
spookyswap,2023-01-09,92258076
biswap,2023-01-09,183970908
astroport classic,2023-01-09,1434761167
trader joe dex,2023-01-09,55547777
dodo,2023-01-09,710232898
spookyswap,2023-01-16,87684415
astroport classic,2023-01-16,1434761167
uniswap,2023-01-16,9544994170
sunswap,2023-01-16,113416021
sushiswap,2023-01-16,282727653
trader joe dex,2023-01-16,39571800
dodo,2023-01-16,672954414
biswap,2023-01-16,174478882
pancakeswap,2023-01-16,1177631737
curve,2023-01-16,4620182460
pancakeswap,2023-01-23,1196000069
biswap,2023-01-23,175415080
uniswap,2023-01-23,9304006508
sunswap,2023-01-23,152828982
dodo,2023-01-23,473753480
astroport classic,2023-01-23,1434761167
spookyswap,2023-01-23,139787781
curve,2023-01-23,4470266415
trader joe dex,2023-01-23,40064282
sushiswap,2023-01-23,294933229
astroport classic,2023-01-30,1434761167
curve,2023-01-30,2888042131
sunswap,2023-01-30,134303079
pancakeswap,2023-01-30,2163387807
dodo,2023-01-30,942292711
uniswap,2023-01-30,9594357141
biswap,2023-01-30,191761340
spookyswap,2023-01-30,185017688
trader joe dex,2023-01-30,53296850
sushiswap,2023-01-30,469836899
sunswap,2023-02-06,152087086
dodo,2023-02-06,827381223
astroport classic,2023-02-06,1434761167
uniswap,2023-02-06,12427074965
pancakeswap,2023-02-06,2012080324
spookyswap,2023-02-06,116573094
sushiswap,2023-02-06,571543813
trader joe dex,2023-02-06,35613937
biswap,2023-02-06,165939152
curve,2023-02-06,3270183173
sunswap,2023-02-13,187433756
uniswap,2023-02-13,13073020160
trader joe dex,2023-02-13,39748763
astroport classic,2023-02-13,1434761167
curve,2023-02-13,4279609360
biswap,2023-02-13,218696572
dodo,2023-02-13,1047035543
pancakeswap,2023-02-13,2052351859
spookyswap,2023-02-13,116984077
sushiswap,2023-02-13,542656361
sushiswap,2023-02-20,490282300
trader joe dex,2023-02-20,33129546
biswap,2023-02-20,159049818
astroport classic,2023-02-20,1434761167
dodo,2023-02-20,938105339
spookyswap,2023-02-20,75734530
curve,2023-02-20,1981381301
pancakeswap,2023-02-20,1599245006
sunswap,2023-02-20,171526098
uniswap,2023-02-20,9986966203
curve,2023-02-27,1902524951
trader joe dex,2023-02-27,18037577
astroport classic,2023-02-27,1434761167
uniswap,2023-02-27,8741150241
sunswap,2023-02-27,127393328
pancakeswap,2023-02-27,1434056762
spookyswap,2023-02-27,53822829
biswap,2023-02-27,107820178
sushiswap,2023-02-27,488289514
dodo,2023-02-27,1025516992
dodo,2023-03-06,1338828488
uniswap,2023-03-06,26157440743
astroport classic,2023-03-06,1434761167
trader joe dex,2023-03-06,63948329
spookyswap,2023-03-06,93804360
biswap,2023-03-06,218422286
sushiswap,2023-03-06,916578412
curve,2023-03-06,25398353752
sunswap,2023-03-06,211402883
pancakeswap,2023-03-06,1890646963
biswap,2023-03-13,222040784
pancakeswap,2023-03-13,2002919836
sushiswap,2023-03-13,861625171
trader joe dex,2023-03-13,59343080
curve,2023-03-13,10691871337
sunswap,2023-03-13,202980610
astroport classic,2023-03-13,1434761167
dodo,2023-03-13,367302475
spookyswap,2023-03-13,114875243
uniswap,2023-03-13,20181185901
astroport classic,2023-03-20,1434761167
sushiswap,2023-03-20,425658148
pancakeswap,2023-03-20,1490371510
biswap,2023-03-20,149276204
spookyswap,2023-03-20,70882128
trader joe dex,2023-03-20,40447424
uniswap,2023-03-20,13254476618
curve,2023-03-20,3249668983
dodo,2023-03-20,760396844
sunswap,2023-03-20,192887796
sushiswap,2023-03-27,361464524
pancakeswap,2023-03-27,1304545744
spookyswap,2023-03-27,48999897
uniswap,2023-03-27,9233990448
sunswap,2023-03-27,121804615
trader joe dex,2023-03-27,39521810
dodo,2023-03-27,928055830
biswap,2023-03-27,114854970
astroport classic,2023-03-27,1434761167
curve,2023-03-27,2161800993
pancakeswap,2023-04-03,1440940762
curve,2023-04-03,1830868205
uniswap,2023-04-03,7456503204
sunswap,2023-04-03,100054160
spookyswap,2023-04-03,37612451
biswap,2023-04-03,136586244
trader joe dex,2023-04-03,16935286
sushiswap,2023-04-03,129804530
dodo,2023-04-03,497475991
astroport classic,2023-04-03,1434761167
sushiswap,2023-04-10,168480463
pancakeswap,2023-04-10,2177554978
uniswap,2023-04-10,9283794379
sunswap,2023-04-10,141949369
dodo,2023-04-10,707189346
curve,2023-04-10,2355370053
astroport classic,2023-04-10,1434761167
trader joe dex,2023-04-10,19958144
spookyswap,2023-04-10,46120642
biswap,2023-04-10,130567200
spookyswap,2023-04-17,45940665
curve,2023-04-17,2006126902
uniswap,2023-04-17,10441830924
sunswap,2023-04-17,147013296
sushiswap,2023-04-17,455669243
dodo,2023-04-17,495433172
astroport classic,2023-04-17,1434761167
pancakeswap,2023-04-17,2560857377
biswap,2023-04-17,126523338
trader joe dex,2023-04-17,20127472
spookyswap,2023-04-24,31829072
pancakeswap,2023-04-24,2824031144
uniswap,2023-04-24,8220719873
sunswap,2023-04-24,119470264
curve,2023-04-24,2122366528
dodo,2023-04-24,748348974
astroport classic,2023-04-24,1434761167
trader joe dex,2023-04-24,15013979
sushiswap,2023-04-24,145520848
biswap,2023-04-24,93024516
curve,2023-05-01,1099983612
pancakeswap,2023-05-01,3479994805
trader joe dex,2023-05-01,15108032
sushiswap,2023-05-01,150522480
astroport classic,2023-05-01,1434761167
uniswap,2023-05-01,10829991165
dodo,2023-05-01,302923665
spookyswap,2023-05-01,40571371
biswap,2023-05-01,110094562
sunswap,2023-05-01,130051868
astroport classic,2023-05-08,1434761167
pancakeswap,2023-05-08,4510644682
trader joe dex,2023-05-08,13828636
biswap,2023-05-08,104457190
uniswap,2023-05-08,9300490012
sunswap,2023-05-08,116581292
curve,2023-05-08,877994144
spookyswap,2023-05-08,29359991
dodo,2023-05-08,407836210
sushiswap,2023-05-08,182184869
sunswap,2023-05-15,144093887
spookyswap,2023-05-15,20750839
uniswap,2023-05-15,5078083327
trader joe dex,2023-05-15,10537248
biswap,2023-05-15,59750672
pancakeswap,2023-05-15,3761448048
astroport classic,2023-05-15,1434761167
sushiswap,2023-05-15,124106448
curve,2023-05-15,689165632
dodo,2023-05-15,481265517
astroport classic,2023-05-22,1434761167
dodo,2023-05-22,623614621
spookyswap,2023-05-22,32704583
biswap,2023-05-22,68896584
uniswap,2023-05-22,5338510122
trader joe dex,2023-05-22,10012887
sunswap,2023-05-22,80283906
sushiswap,2023-05-22,173777641
curve,2023-05-22,715004626
pancakeswap,2023-05-22,4575998796
dodo,2023-05-29,582679800
pancakeswap,2023-05-29,2145973492
biswap,2023-05-29,73726900
sushiswap,2023-05-29,218111715
curve,2023-05-29,696731896
uniswap,2023-05-29,4999362210
spookyswap,2023-05-29,22416860
sunswap,2023-05-29,148273331
trader joe dex,2023-05-29,13720744
astroport classic,2023-05-29,1434761167
sushiswap,2023-06-05,126443801
astroport classic,2023-06-05,1434761167
sunswap,2023-06-05,71106291
trader joe dex,2023-06-05,18577415
biswap,2023-06-05,183057386
pancakeswap,2023-06-05,2493125107
uniswap,2023-06-05,7591288047
dodo,2023-06-05,959360177
curve,2023-06-05,1272913236
spookyswap,2023-06-05,30042727
dodo,2023-06-12,512670558
sunswap,2023-06-12,43413945
uniswap,2023-06-12,5907082504
astroport classic,2023-06-12,1434761167
pancakeswap,2023-06-12,2115294497
curve,2023-06-12,2472146809
spookyswap,2023-06-12,16770557
trader joe dex,2023-06-12,8851112
biswap,2023-06-12,118326368
sushiswap,2023-06-12,60316231
sunswap,2023-06-19,38551923
dodo,2023-06-19,999386610
spookyswap,2023-06-19,20954055
sushiswap,2023-06-19,79861847
astroport classic,2023-06-19,1434761167
curve,2023-06-19,1388840022
trader joe dex,2023-06-19,10256515
pancakeswap,2023-06-19,1961157941
uniswap,2023-06-19,8086253038
biswap,2023-06-19,80422348
pancakeswap,2023-06-26,1752504523
biswap,2023-06-26,100107500
dodo,2023-06-26,781750199
spookyswap,2023-06-26,22983469
trader joe dex,2023-06-26,9032694
uniswap,2023-06-26,7680112450
sunswap,2023-06-26,41470833
curve,2023-06-26,1097155103
sushiswap,2023-06-26,95394657
astroport classic,2023-06-26,1434761167
spookyswap,2023-07-03,102754423
trader joe dex,2023-07-03,8704400
pancakeswap,2023-07-03,1921790824
dodo,2023-07-03,533767102
astroport classic,2023-07-03,1230529228
sunswap,2023-07-03,27148058
biswap,2023-07-03,22957230
sushiswap,2023-07-03,107045201
uniswap,2023-07-03,5893865783
curve,2023-07-03,978962533
spookyswap,2023-07-10,66347718
sunswap,2023-07-10,49734000
biswap,2023-07-10,31983316
curve,2023-07-10,1250010591
dodo,2023-07-10,514637420
trader joe dex,2023-07-10,14267297
uniswap,2023-07-10,6794509387
sushiswap,2023-07-10,103390220
pancakeswap,2023-07-10,2090797907
astroport classic,2023-07-10,5613539
curve,2023-07-17,872034857
pancakeswap,2023-07-17,1863115909
trader joe dex,2023-07-17,8515026
sunswap,2023-07-17,165130664
dodo,2023-07-17,412649342
astroport classic,2023-07-17,5757106
uniswap,2023-07-17,5659661624
biswap,2023-07-17,16475196
spookyswap,2023-07-17,16689012
sushiswap,2023-07-17,79263681
spookyswap,2023-07-24,8782788
curve,2023-07-24,1120801519
uniswap,2023-07-24,4508800944
sunswap,2023-07-24,30516094
dodo,2023-07-24,466782120
pancakeswap,2023-07-24,1504415153
trader joe dex,2023-07-24,8461292
biswap,2023-07-24,14612971
sushiswap,2023-07-24,91787267
astroport classic,2023-07-24,2726243
trader joe dex,2023-07-31,5632368
astroport classic,2023-07-31,4016860
curve,2023-07-31,2194042096
dodo,2023-07-31,385242132
spookyswap,2023-07-31,7141532
biswap,2023-07-31,13466061
pancakeswap,2023-07-31,1931512271
sushiswap,2023-07-31,121735839
uniswap,2023-07-31,4769065190
biswap,2023-08-07,11170637
astroport classic,2023-08-07,3410284
trader joe dex,2023-08-07,5417663
sushiswap,2023-08-07,145813012
spookyswap,2023-08-07,4310459
uniswap,2023-08-07,4153241276
pancakeswap,2023-08-07,1267983962
dodo,2023-08-07,490294231
curve,2023-08-07,1409094990
trader joe dex,2023-08-14,8040741
astroport classic,2023-08-14,6635995
spookyswap,2023-08-14,6033091
curve,2023-08-14,1337771728
dodo,2023-08-14,479212481
pancakeswap,2023-08-14,1997426961
sushiswap,2023-08-14,98336349
biswap,2023-08-14,29148552
uniswap,2023-08-14,6325084752
sushiswap,2023-08-21,67086620
trader joe dex,2023-08-21,4468899
uniswap,2023-08-21,4958526043
curve,2023-08-21,914933085
spookyswap,2023-08-21,7738629
biswap,2023-08-21,15305854
pancakeswap,2023-08-21,1622806392
astroport classic,2023-08-21,4204822
dodo,2023-08-21,496306731
biswap,2023-08-28,12612332
astroport classic,2023-08-28,2832658
spookyswap,2023-08-28,17774902
pancakeswap,2023-08-28,1469116676
trader joe dex,2023-08-28,11167397
dodo,2023-08-28,465582177
curve,2023-08-28,797345716
sushiswap,2023-08-28,64173216
uniswap,2023-08-28,5273613501
astroport classic,2023-09-04,4864575
pancakeswap,2023-09-04,1501846543
biswap,2023-09-04,14422365
dodo,2023-09-04,409299196
trader joe dex,2023-09-04,4228547
sushiswap,2023-09-04,70630676
uniswap,2023-09-04,3792359064
curve,2023-09-04,586058860
spookyswap,2023-09-04,3810212
uniswap,2023-09-11,4758578765
curve,2023-09-11,724884075
sushiswap,2023-09-11,73124991
astroport classic,2023-09-11,4199878
spookyswap,2023-09-11,2812555
dodo,2023-09-11,683909985
biswap,2023-09-11,21817442
trader joe dex,2023-09-11,4269536
pancakeswap,2023-09-11,1535905404
uniswap,2023-09-18,3650792411
pancakeswap,2023-09-18,1207518786
astroport classic,2023-09-18,2415569
trader joe dex,2023-09-18,3742059
biswap,2023-09-18,10958807
dodo,2023-09-18,673949789
sushiswap,2023-09-18,62418091
spookyswap,2023-09-18,2453274
curve,2023-09-18,597114843
spookyswap,2023-09-25,280383
trader joe dex,2023-09-25,2037730
dodo,2023-09-25,133601066
sushiswap,2023-09-25,9131956
uniswap,2023-09-25,605338952
curve,2023-09-25,113023026
astroport classic,2023-09-25,614190
biswap,2023-09-25,1079836
pancakeswap,2023-09-25,152143594
﻿
